Date	Location	MinTemp	MaxTemp	WindDir9am	RainToday	RainTomorrow
3/23/2020	Assam	14.4	31.6	NA	No	No
3/24/2020	Assam	10.8	31.9	SSE	No	No
3/25/2020	Assam	15.4	22.3	SSE	No	Yes
3/26/2020	Assam	13.3	29.8	NA	Yes	No
3/27/2020	Assam	10.1	27.6	NA	No	No
3/28/2020	Assam	9.1	28.9	N	No	No
3/29/2020	Assam	10.4	31.2	NA	No	No
3/30/2020	Assam	13.4	30.4	NA	No	No
3/31/2020	Assam	12.3	29.9	S	No	No
04-01-2020	Assam	12.2	30.6	NA	No	No
04-02-2020	Assam	14.3	32.1	NA	No	Yes
04-03-2020	Assam	18.4	28.1	E	Yes	Yes
04-04-2020	Assam	10.7	21.4	NA	Yes	No
04-05-2020	Assam	7.8	21.7	E	No	No
04-06-2020	Assam	8.1	21.4	SSE	No	No
04-07-2020	Assam	7.5	22.5	S	No	No
04-08-2020	Assam	8.2	24	SSE	No	No
04-09-2020	Assam	8.1	25.7	ESE	No	No
04-10-2020	Assam	11.6	26.7	SE	No	Yes
04-11-2020	Assam	13	24.9	S	Yes	Yes
04-12-2020	Assam	13.5	24.2	NA	Yes	No
4/13/2020	Assam	9.9	25.4	ENE	No	No
4/14/2020	Assam	12.2	25	NA	No	No
4/15/2020	Assam	10.7	21.9	NW	No	No
4/16/2020	Assam	3.5	20	NA	No	No
4/17/2020	Assam	6.6	21.6	ENE	No	No
4/18/2020	Assam	7	23.4	SSE	No	No
4/19/2020	Assam	11.2	23.9	SE	No	No
4/20/2020	Assam	7.4	22	SE	No	No
4/21/2020	Assam	5.7	21.4	ENE	No	No
4/22/2020	Assam	6.2	22.7	NA	No	No
4/23/2020	Assam	6	22.9	NA	No	No
4/24/2020	Assam	10.6	16.2	ESE	No	Yes
4/25/2020	Assam	12.9	15.8	WNW	Yes	Yes
4/26/2020	Assam	8.6	12.9	NW	Yes	Yes
4/27/2020	Assam	4.5	11.5	N	Yes	Yes
4/28/2020	Assam	7.6	14.5	W	Yes	No
4/29/2020	Assam	5.4	12.2	SE	No	No
4/30/2020	Assam	2.1	16.5	NA	No	No
05-01-2020	Assam	1.8	17	NA	No	No
05-02-2020	Assam	7.2	19.2	ENE	No	No
05-03-2020	Assam	4.6	18.9	N	No	No
05-04-2020	Assam	4.2	19.1	ENE	No	No
05-05-2020	Assam	5.2	18.8	NA	No	No
05-06-2020	Assam	4.1	19.3	ENE	No	No
05-07-2020	Assam	3.2	18.4	SE	No	No
05-08-2020	Assam	4.3	19	NA	No	No
05-09-2020	Assam	3.7	20.5	NA	No	No
05-10-2020	Assam	5.4	19.5	NA	No	No
05-11-2020	Assam	4.3	17.7	NNW	No	No
05-12-2020	Assam	3.6	18.5	ENE	No	No
5/13/2020	Assam	3.6	15.1	SE	No	No
5/14/2020	Assam	6.9	16.3	WNW	No	No
5/15/2020	Assam	10.3	16.6	NW	No	Yes
5/16/2020	Assam	12.4	16.4	W	Yes	No
5/17/2020	Assam	3	15.6	E	No	No
5/18/2020	Assam	2.6	19.7	NA	No	No
5/19/2020	Assam	3.7	19.1	NA	No	No
5/20/2020	Assam	5.1	18.6	SSE	No	No
5/21/2020	Assam	4.4	19.8	NA	No	No
5/22/2020	Assam	4.7	19.8	S	No	No
5/23/2020	Assam	6.2	22.9	NE	No	No
5/24/2020	Assam	6.7	21.1	NA	No	No
5/25/2020	Assam	9.3	20.3	SE	No	Yes
5/26/2020	Assam	11.6	18.1	E	Yes	No
5/27/2020	Assam	8	16.2	NA	No	No
5/28/2020	Assam	2.6	15.7	NA	No	No
5/29/2020	Assam	2.2	16.5	NA	No	No
5/30/2020	Assam	2.2	16.8	NA	No	No
5/31/2020	Assam	1.7	17.1	NA	No	Yes
06-01-2020	Assam	8	14.3	NA	Yes	Yes
06-02-2020	Assam	8.4	13.4	NA	Yes	Yes
06-03-2020	Assam	10.6	14.3	ENE	Yes	Yes
06-04-2020	Assam	8.9	17.4	NW	Yes	No
06-05-2020	Assam	2.8	16.1	NNE	No	No
06-06-2020	Assam	1.7	10.5	E	No	Yes
06-07-2020	Assam	4.7	11.6	NNW	Yes	Yes
06-08-2020	Assam	9	12	WNW	Yes	Yes
06-09-2020	Assam	6.3	8.8	NNW	Yes	Yes
06-10-2020	Assam	3	10.5	W	Yes	No
06-11-2020	Assam	-2	9.6	NA	No	No
06-12-2020	Assam	-1.3	8.2	E	No	No
6/13/2020	Assam	1.8	12.4	E	No	No
6/14/2020	Assam	2	15.8	NA	No	No
6/15/2020	Assam	0.5	14.9	NNE	No	No
6/16/2020	Assam	1.2	17.7	NA	No	No
6/17/2020	Assam	0.6	15.9	NA	No	No
6/18/2020	Assam	0.5	14.7	N	No	No
6/19/2020	Assam	0.5	15.3	NE	No	No
6/20/2020	Assam	0.9	17.3	NE	No	Yes
6/21/2020	Assam	7	17	NW	Yes	Yes
6/22/2020	Assam	5	14.9	SE	Yes	No
6/23/2020	Assam	3.9	15.5	ENE	No	Yes
6/24/2020	Assam	7.7	14.1	ESE	Yes	No
6/25/2020	Assam	4.7	12.2	ESE	No	Yes
6/26/2020	Assam	6.9	13.7	ESE	Yes	No
6/27/2020	Assam	8.4	11.9	SE	No	Yes
6/28/2020	Assam	9.3	12.3	WSW	Yes	Yes
6/29/2020	Assam	8.2	15.7	NE	Yes	Yes
6/30/2020	Assam	9.1	16.1	NE	Yes	Yes
07-01-2020	Assam	8.3	13.3	N	Yes	Yes
07-02-2020	Assam	8.8	11.6	NW	Yes	Yes
07-03-2020	Assam	7.6	12	W	Yes	No
07-04-2020	Assam	5.7	13.2	WNW	No	No
07-05-2020	Assam	3.4	12.4	W	No	No
07-06-2020	Assam	0	12.1	NNE	No	No
07-07-2020	Assam	-1.5	12.5	NA	No	No
07-08-2020	Assam	-1.7	13.8	NA	No	No
07-09-2020	Assam	-0.4	15	NA	No	No
07-10-2020	Assam	0.1	13.5	NA	No	No
07-11-2020	Assam	4.8	13.3	NA	No	No
07-12-2020	Assam	8.1	16.5	SSE	No	No
7/13/2020	Assam	5.9	13.1	N	No	Yes
7/14/2020	Assam	6.9	11	N	Yes	Yes
7/15/2020	Assam	2.9	12.6	ENE	Yes	No
7/16/2020	Assam	-0.6	13.4	NA	No	No
7/17/2020	Assam	-0.3	14.4	NNE	No	No
7/18/2020	Assam	-1	12	NA	No	No
7/19/2020	Assam	3.2	14.1	ESE	No	No
7/20/2020	Assam	3.6	16.5	NA	No	No
7/21/2020	Assam	0.8	17.7	ENE	No	No
7/22/2020	Assam	6.6	12.3	ENE	No	Yes
7/23/2020	Assam	6	13.5	W	Yes	No
7/24/2020	Assam	-0.1	12.9	NA	No	No
7/25/2020	Assam	-0.3	12.2	NA	No	No
7/26/2020	Assam	2.1	9.8	NA	No	No
7/27/2020	Assam	1.3	8.8	ENE	No	Yes
7/28/2020	Assam	4.2	12.7	NW	Yes	Yes
7/29/2020	Assam	8.3	13.2	NW	Yes	No
7/30/2020	Assam	3.3	12.1	NA	No	Yes
7/31/2020	Assam	6.5	14.5	W	Yes	No
08-01-2020	Assam	7.4	13.9	NA	No	No
08-02-2020	Assam	7.5	14.1	SW	No	No
08-03-2020	Assam	8.3	13.8	W	No	No
08-04-2020	Assam	3.2	14.7	NA	No	Yes
08-05-2020	Assam	5.7	13.8	ENE	Yes	No
08-06-2020	Assam	5.1	17.1	NA	No	No
08-07-2020	Assam	8	13.9	WNW	No	Yes
08-08-2020	Assam	-0.8	12.9	E	Yes	No
08-09-2020	Assam	-1	12.2	S	No	No
08-10-2020	Assam	1.9	14.8	SSE	No	No
08-11-2020	Assam	5.9	17.7	E	No	Yes
08-12-2020	Assam	6.9	14.3	SSE	Yes	No
8/13/2020	Assam	7.7	11.6	NW	No	Yes
8/14/2020	Assam	6.8	15.2	NA	Yes	No
8/15/2020	Assam	2.7	17.5	SE	No	Yes
8/16/2020	Assam	5.1	15.5	NE	Yes	Yes
8/17/2020	Assam	4.2	13.6	W	Yes	No
8/18/2020	Assam	0.6	15.6	NA	No	No
8/19/2020	Assam	1.6	16.4	NE	No	No
8/20/2020	Assam	5.5	18.4	ESE	No	No
8/21/2020	Assam	7.3	14.8	NNE	No	Yes
8/22/2020	Assam	0.2	14.1	SE	Yes	Yes
8/23/2020	Assam	5.8	18.9	ENE	Yes	Yes
8/24/2020	Assam	8.9	17.1	NNW	Yes	Yes
8/25/2020	Assam	7.1	12.8	W	Yes	Yes
8/26/2020	Assam	4.2	14.4	NNW	Yes	No
8/27/2020	Assam	1.1	16.7	ENE	No	No
8/28/2020	Assam	1.1	18.6	ESE	No	Yes
8/29/2020	Assam	7.2	17.9	NE	Yes	Yes
8/30/2020	Assam	6.3	11.1	W	Yes	Yes
8/31/2020	Assam	6.7	14.2	NW	Yes	Yes
09-01-2020	Assam	5.1	14.2	WNW	Yes	No
09-02-2020	Assam	1	16.8	ESE	No	No
09-03-2020	Assam	6.1	20.7	SE	No	Yes
09-04-2020	Assam	6.3	16.9	ESE	Yes	No
09-05-2020	Assam	2.1	15	ESE	No	No
09-06-2020	Assam	1.6	16.6	SE	No	No
09-07-2020	Assam	8.3	17.6	ENE	No	No
09-08-2020	Assam	5.7	16.5	W	No	No
09-09-2020	Assam	7.5	14.3	W	No	No
09-10-2020	Assam	2.6	42.3	E	No	NA
09-11-2020	Assam	18.4	18.8	SE	NA	No
09-12-2020	Assam	6.5	24.7	SE	No	No
9/13/2020	Assam	13.2	25.1	E	No	No
9/14/2020	Assam	4.3	17.8	NE	No	No
9/15/2020	Assam	1.6	17.2	ESE	No	No
9/16/2020	Assam	2.8	21.1	E	No	No
9/17/2020	Assam	6.3	19	E	No	Yes
9/18/2020	Assam	7.4	20.4	NA	Yes	No
9/19/2020	Assam	5.4	20.6	NE	No	No
9/20/2020	Assam	8	18.9	NA	No	No
9/21/2020	Assam	3.7	19	ESE	No	Yes
9/22/2020	Assam	11.5	20.2	NNW	Yes	Yes
9/23/2020	Assam	9.3	16.8	W	Yes	Yes
9/24/2020	Assam	8.2	18.2	WNW	Yes	No
9/25/2020	Assam	5.3	20.6	NNE	No	Yes
9/26/2020	Assam	6.8	12.2	WNW	Yes	Yes
9/27/2020	Assam	4.5	12.9	WNW	Yes	No
9/28/2020	Assam	5.5	17.9	W	No	No
9/29/2020	Assam	1.7	17	E	No	No
9/30/2020	Assam	4	21.4	E	No	No
10-01-2020	Assam	8.9	21.1	N	No	No
10-02-2020	Assam	11.7	22	S	No	Yes
10-03-2020	Assam	8.5	13.5	ESE	Yes	Yes
10-04-2020	Assam	9.6	16.2	NA	Yes	No
10-05-2020	Assam	8.3	19.7	NA	No	No
10-06-2020	Assam	5.2	16.2	ENE	No	Yes
10-07-2020	Assam	3.8	15.9	NA	Yes	No
10-08-2020	Assam	1.2	16.3	E	No	No
10-09-2020	Assam	3.2	18.2	ESE	No	No
10-10-2020	Assam	4.6	19	SE	No	No
10-11-2020	Assam	6.4	18.7	SE	No	No
10-12-2020	Assam	5.8	23.3	SSE	No	Yes
10/13/2020	Assam	6.6	17.7	N	Yes	Yes
10/14/2020	Assam	9.5	15.1	WNW	Yes	Yes
10/15/2020	Assam	9.7	15.7	NW	Yes	Yes
10/16/2020	Assam	4.1	16.6	W	Yes	No
10/17/2020	Assam	4.6	19.2	SE	No	No
10/18/2020	Assam	5.1	20.3	SSW	No	No
10/19/2020	Assam	5.1	22.7	WSW	No	No
10/20/2020	Assam	6.9	26.6	SE	No	No
10/21/2020	Assam	8.8	27.1	ESE	No	No
10/22/2020	Assam	9.1	27.1	SE	No	No
10/23/2020	Assam	8.1	23.9	ENE	No	No
10/24/2020	Assam	7.4	25.4	E	No	No
10/25/2020	Assam	10.6	23.1	WSW	No	No
10/26/2020	Assam	10.8	22	SE	No	No
10/27/2020	Assam	5.9	24.1	S	No	No
10/28/2020	Assam	11.3	26.8	SE	No	No
10/29/2020	Assam	14.5	26.9	SE	No	No
10/30/2020	Assam	13.7	29.1	SE	No	No
10/31/2020	Assam	15.6	30.8	E	No	No
11-01-2020	Assam	17.8	34	SE	No	No
11-02-2020	Assam	18.7	32.4	SE	No	No
11-03-2020	Assam	18.7	24.3	W	No	No
11-04-2020	Assam	10	23.2	WSW	No	No
11-05-2020	Assam	6.6	25.3	SE	No	No
11-06-2020	Assam	10.8	27.9	SE	No	No
11-07-2020	Assam	11.3	29.8	SE	No	No
11-08-2020	Assam	13.5	31.8	SE	No	No
11-09-2020	Assam	15.4	33.4	ESE	No	No
11-10-2020	Assam	15.9	35.2	SE	No	No
11-11-2020	Assam	17.1	36	SSE	No	No
11-12-2020	Assam	16.7	35.1	E	No	No
11/13/2020	Assam	18.1	32.8	SE	No	No
11/14/2020	Assam	13.4	35.4	SSE	No	No
11/15/2020	Assam	17.2	36.3	ENE	No	No
11/16/2020	Assam	15.3	35.1	SSE	No	No
11/17/2020	Assam	12.1	30.5	SSE	No	No
11/18/2020	Assam	11.4	33.5	S	No	No
11/19/2020	Assam	18.6	39.7	NNE	No	No
11/20/2020	Assam	15.3	38.2	SSE	No	Yes
11/21/2020	Assam	19.3	21	NE	Yes	Yes
11/22/2020	Assam	18.3	28.3	NA	Yes	No
11/23/2020	Assam	11.9	23.6	WSW	No	No
11/24/2020	Assam	12.8	25.8	SSE	No	No
11/25/2020	Assam	17.2	32.9	S	No	No
11/26/2020	Assam	21	34.5	SE	No	Yes
11/27/2020	Assam	15.9	26.2	NE	Yes	No
11/28/2020	Assam	17.1	26.4	WNW	No	Yes
11/29/2020	Assam	12.8	22.3	WSW	Yes	Yes
11/30/2020	Assam	13.2	23.9	SSE	Yes	No
12-01-2020	Assam	12.3	23.6	SE	No	No
12-02-2020	Assam	10.6	27	SSE	No	No
12-03-2020	Assam	11.4	31.5	S	No	No
12-04-2020	Assam	12.3	27.5	SW	No	No
12-05-2020	Assam	10.7	26.7	SE	No	No
12-06-2020	Assam	11.1	30.7	NE	No	No
12-07-2020	Assam	13.4	31.9	ENE	No	No
12-08-2020	Assam	18.2	24.9	WSW	No	Yes
12-09-2020	Assam	9.2	25.4	SSW	Yes	No
12-10-2020	Assam	14.2	27.4	SE	No	No
12-11-2020	Assam	9.2	22.6	WSW	No	No
12-12-2020	Assam	9	26.5	ENE	No	No
12/13/2020	Assam	11.8	29.6	SSE	No	No
12/14/2020	Assam	13.6	32	SSE	No	No
12/15/2020	Assam	13.1	34.7	SE	No	No
12/16/2020	Assam	14.6	38.6	SSE	No	No
12/17/2020	Assam	14.5	40.3	S	No	Yes
12/18/2020	Assam	12.2	26.4	NW	Yes	No
12/19/2020	Assam	11.1	29.2	SSE	No	No
12/20/2020	Assam	12	31.3	SSE	No	No
12/21/2020	Assam	12.7	33.7	ESE	No	No
12/22/2020	Assam	15.1	36.6	ENE	No	No
12/23/2020	Assam	18.1	38.2	SE	No	No
12/24/2020	Assam	22.9	34.6	N	No	Yes
12/25/2020	Assam	18.8	28.3	NA	Yes	No
12/26/2020	Assam	17.1	31.3	SSE	No	No
12/27/2020	Assam	17.6	27.3	S	No	No
12/28/2020	Assam	17.8	35.9	SW	No	No
12/29/2020	Assam	18.7	35.9	ENE	No	No
12/30/2020	Assam	19.8	36.8	S	No	No
12/31/2020	Assam	21.1	33.2	ENE	No	Yes
01-01-2021	Assam	19.4	31.9	NW	Yes	Yes
01-02-2021	Assam	18.6	29.1	S	Yes	No
01-03-2021	Assam	12.2	29.7	SSW	No	No
01-04-2021	Assam	14.8	32.8	ENE	No	No
01-05-2021	Assam	15	35.8	E	No	No
01-06-2021	Assam	16.3	33.8	ENE	No	No
01-07-2021	Assam	15	33	NE	No	No
01-08-2021	Assam	17.4	36.4	SE	No	No
01-09-2021	Assam	19.6	39.8	ESE	No	No
01-10-2021	Assam	20.6	42.2	E	No	No
01-11-2021	Assam	21	42.2	SE	No	No
01-12-2021	Assam	24.5	42.4	S	No	No
1/13/2021	Assam	22.6	28.4	WSW	No	Yes
1/14/2021	Assam	15.7	31.7	SSE	Yes	No
1/15/2021	Assam	17.2	36.3	SE	No	No
1/16/2021	Assam	21.8	36.6	N	No	No
1/17/2021	Assam	16.8	25.6	W	No	No
1/18/2021	Assam	10.5	22.6	W	No	No
1/19/2021	Assam	8.7	25.2	W	No	No
1/20/2021	Assam	11	32.9	SSE	No	No
1/21/2021	Assam	15.4	37.3	SE	No	No
1/22/2021	Assam	19.2	41.8	SE	No	No
1/23/2021	Assam	24.7	35.4	WNW	No	No
1/24/2021	Assam	14.4	33.7	SSE	No	No
1/25/2021	Assam	14.3	35.8	E	No	No
1/26/2021	Assam	15.1	35.9	NA	No	No
1/27/2021	Assam	17.7	36.4	S	No	No
1/28/2021	Assam	15.2	34.4	SE	No	No
1/29/2021	Assam	16	35.2	SE	No	No
1/30/2021	Assam	18.9	36.5	SSE	No	No
1/31/2021	Assam	21.7	36.3	ENE	No	No
02-01-2021	Assam	21	38.2	S	No	Yes
02-02-2021	Assam	17.8	34.3	SSE	Yes	No
02-03-2021	Assam	17.9	35.6	SSE	No	No
02-04-2021	Assam	23.5	32	ENE	No	Yes
02-05-2021	Assam	19.2	26.1	S	Yes	Yes
02-06-2021	Assam	19.5	30.3	SE	Yes	No
02-07-2021	Assam	20.3	33.9	SE	No	No
02-08-2021	Assam	23	34	ESE	No	No
02-09-2021	Assam	22.1	35.1	ENE	No	NA
02-10-2021	Assam	21.7	35.6	NA	NA	No
02-11-2021	Assam	21.5	35	SSE	No	NA
02-12-2021	Assam	22.5	29.1	NA	NA	No
2/13/2021	Assam	20.8	27.1	E	No	No
2/14/2021	Assam	20.5	30.3	SSE	No	No
2/15/2021	Assam	17.8	26.8	SSW	No	No
2/16/2021	Assam	17.6	29	SSE	No	No
2/17/2021	Assam	15.5	30.6	SE	No	NA
2/18/2021	Assam	18.4	31.2	SSE	NA	No
2/19/2021	Assam	16.4	30.3	E	No	No
2/20/2021	Assam	15.7	31.8	SE	No	No
2/21/2021	Assam	19.6	34.7	SE	No	Yes
2/22/2021	Assam	20.2	26.4	ENE	Yes	No
2/23/2021	Assam	12.5	26.1	W	No	No
2/24/2021	Assam	12.8	28.5	SE	No	No
2/25/2021	Assam	15	31	ESE	No	No
2/26/2021	Assam	17.2	42.3	NE	No	NA
2/27/2021	Assam	18.4	26.3	SE	NA	Yes
2/28/2021	Assam	18.2	29.3	NA	Yes	No
03-01-2021	Assam	14.4	42.3	SE	No	NA
03-02-2021	Assam	11.2	28.5	SE	NA	No
03-03-2021	Assam	12.5	31.2	NA	No	No
03-04-2021	Assam	15.1	42.3	SE	No	No
03-05-2021	Assam	18.4	22.3	NE	No	Yes
03-06-2021	Assam	18.8	30.3	W	Yes	Yes
03-07-2021	Assam	18.3	22.9	NW	Yes	Yes
03-08-2021	Assam	18.1	25.5	N	Yes	Yes
03-09-2021	Assam	15.7	22.4	WNW	Yes	No
03-10-2021	Assam	8.8	42.3	SSE	No	NA
03-11-2021	Assam	12.3	24.4	SE	NA	No
03-12-2021	Assam	10.6	25	S	No	No
3/13/2021	Assam	11.5	25.7	NA	No	No
3/14/2021	Assam	12.2	26.3	SSE	No	No
3/15/2021	Assam	13.2	26.6	NA	No	No
3/16/2021	Assam	12.5	28.6	NA	No	No
3/17/2021	Assam	13.3	29.6	N	No	No
3/18/2021	Assam	15.1	30.4	SE	No	No
3/19/2021	Assam	14.9	31.4	SSE	No	No
3/20/2021	Assam	16.7	31.9	SSE	No	No
3/21/2021	Assam	16.8	25.6	NA	No	No
3/22/2021	Assam	9.1	25.3	SSE	No	No
3/23/2021	Assam	8.3	27	S	No	No
3/24/2021	Assam	10.5	28.8	NA	No	No
3/25/2021	Assam	11.6	29.6	E	No	No
3/26/2021	Assam	12.6	30	NA	No	No
3/27/2021	Assam	15.6	30.2	NA	No	No
3/28/2021	Assam	17.2	28.7	ENE	No	Yes
3/29/2021	Assam	18.2	26.3	W	Yes	No
3/30/2021	Assam	16.5	26.9	NA	No	No
3/31/2021	Assam	13.4	26.1	SSE	No	No
04-01-2021	Assam	11.6	25.8	ESE	No	No
04-02-2021	Assam	10	25.1	NA	No	No
04-03-2021	Assam	12.4	24.8	NA	No	No
04-04-2021	Assam	12.5	24.8	SE	No	No
04-05-2021	Assam	10.3	25.3	SSE	No	No
04-06-2021	Assam	10.6	24.7	NA	No	Yes
04-07-2021	Assam	15.7	23.4	NNE	Yes	Yes
04-08-2021	Assam	13.5	23.1	WNW	Yes	No
04-09-2021	Assam	10.1	21.9	SE	No	No
04-10-2021	Assam	14.1	18.6	NE	No	Yes
04-11-2021	Assam	14.2	18.7	NW	Yes	No
04-12-2021	Assam	5.6	17.4	W	No	No
4/13/2021	Assam	4.6	19.9	SSW	No	No
4/14/2021	Assam	5.1	21.9	E	No	No
4/15/2021	Assam	6.1	23.5	NA	No	No
4/16/2021	Assam	7.7	24.7	S	No	No
4/17/2021	Assam	8.5	25.4	ENE	No	No
4/18/2021	Assam	10.1	25.1	NA	No	No
4/19/2021	Assam	11.2	25.9	NA	No	No
4/20/2021	Assam	11.8	25.2	SSE	No	No
4/21/2021	Assam	12.3	27.5	ENE	No	No
4/22/2021	Assam	11.4	27.3	NA	No	No
4/23/2021	Assam	11.3	29	ESE	No	Yes
4/24/2021	Assam	15.4	19.8	NNE	Yes	Yes
4/25/2021	Assam	10.8	18.5	WSW	Yes	No
4/26/2021	Assam	5.1	17.9	E	No	No
4/27/2021	Assam	7.1	16.1	NA	No	Yes
4/28/2021	Assam	9.7	17.3	NE	Yes	No
4/29/2021	Assam	10.5	17.7	WSW	No	No
4/30/2021	Assam	5.6	19.1	NA	No	No
05-01-2021	Assam	5.9	21.1	NA	No	No
05-02-2021	Assam	4.8	20.7	NE	No	No
05-03-2021	Assam	6.8	23	NA	No	No
05-04-2021	Assam	8	25.3	WSW	No	Yes
05-05-2021	Assam	8.9	14.5	NW	Yes	No
05-06-2021	Assam	7.1	15.3	NW	No	No
05-07-2021	Assam	5.7	17.5	S	No	No
05-08-2021	Assam	9.6	19.3	NA	No	No
05-09-2021	Assam	5.7	19.5	E	No	No
05-10-2021	Assam	5	19.8	S	No	No
05-11-2021	Assam	3	15.6	WNW	No	No
05-12-2021	Assam	1.3	14.9	ESE	No	No
5/13/2021	Assam	1	17.1	NA	No	No
5/14/2021	Assam	3.1	17.7	E	No	No
5/15/2021	Assam	2.2	18.4	NA	No	No
5/16/2021	Assam	1.7	17.5	NA	No	No
5/17/2021	Assam	4.5	17	S	No	No
5/18/2021	Assam	1.6	19.7	NNW	No	No
5/19/2021	Assam	1.4	18.5	NA	No	No
5/20/2021	Assam	2.1	16.5	NA	No	No
5/21/2021	Assam	1.7	17.9	NA	No	No
5/22/2021	Assam	1.1	17.1	NA	No	No
5/23/2021	Assam	0.9	18.1	ESE	No	No
5/24/2021	Assam	5.2	16.3	ESE	No	Yes
5/25/2021	Assam	10.2	14.9	E	Yes	Yes
5/26/2021	Assam	8.4	19	SE	Yes	No
5/27/2021	Assam	5.7	16.6	NA	No	No
5/28/2021	Assam	6.4	17	NA	No	Yes
5/29/2021	Assam	9.4	15	E	Yes	Yes
5/30/2021	Assam	8.8	20.2	SSW	Yes	No
5/31/2021	Assam	10.7	19.1	SSE	No	No
06-01-2021	Assam	4.2	16.6	NA	No	No
06-02-2021	Assam	4.3	17.7	NA	No	No
06-03-2021	Assam	3.4	17.7	NA	No	No
06-04-2021	Assam	3.1	18.4	NA	No	No
06-05-2021	Assam	1.7	10.2	ESE	No	No
06-06-2021	Assam	5	15.8	SE	No	No
06-07-2021	Assam	0.4	14	NA	No	No
06-08-2021	Assam	3.1	12.2	SSE	No	No
06-09-2021	Assam	5.3	8.4	NNW	No	Yes
06-10-2021	Assam	4.9	12.9	WSW	Yes	No
06-11-2021	Assam	7.2	13.2	WSW	No	No
06-12-2021	Assam	0	13.3	NA	No	No
6/13/2021	Assam	-1	13.1	NNW	No	No
6/14/2021	Assam	-2	13.2	NA	No	No
6/15/2021	Assam	-0.3	12.8	SE	No	No
6/16/2021	Assam	1.5	15.5	E	No	Yes
6/17/2021	Assam	7.4	16.2	NNW	Yes	Yes
6/18/2021	Assam	3	12.2	NW	Yes	Yes
6/19/2021	Assam	6.9	15.2	WNW	Yes	No
6/20/2021	Assam	3.6	13.1	NA	No	No
6/21/2021	Assam	5	12.5	S	No	No
6/22/2021	Assam	3	14.8	NA	No	No
6/23/2021	Assam	3.5	16.5	NA	No	No
6/24/2021	Assam	3.4	17	E	No	No
6/25/2021	Assam	7	16.1	E	No	Yes
6/26/2021	Assam	6.2	12.1	WNW	Yes	No
6/27/2021	Assam	0.6	11.9	SW	No	No
6/28/2021	Assam	-0.6	8.3	SE	No	No
6/29/2021	Assam	2.3	9.4	ENE	No	No
6/30/2021	Assam	5.1	9.8	SSE	No	Yes
07-01-2021	Assam	3.2	11.9	NA	Yes	No
07-02-2021	Assam	0.2	10.9	S	No	No
07-03-2021	Assam	1	10.3	NA	No	No
07-04-2021	Assam	1.5	10.8	SSE	No	No
07-05-2021	Assam	1.8	12.1	SSE	No	Yes
07-06-2021	Assam	2.3	13.9	WNW	Yes	No
07-07-2021	Assam	1.5	13.5	NA	No	No
07-08-2021	Assam	2.1	14.8	NA	No	No
07-09-2021	Assam	0	14.6	NA	No	No
07-10-2021	Assam	1.5	16.1	NNW	No	Yes
07-11-2021	Assam	5	15.4	W	Yes	No
07-12-2021	Assam	3.5	15.3	E	No	No
7/13/2021	Assam	3.5	16.3	NW	No	Yes
7/14/2021	Assam	6.2	10	NW	Yes	Yes
7/15/2021	Assam	3.4	12.2	W	Yes	No
7/16/2021	Assam	0.6	13.1	NNE	No	No
7/17/2021	Assam	-0.4	11.5	ESE	No	No
7/18/2021	Assam	0.7	12.8	NE	No	Yes
7/19/2021	Assam	5	13.5	S	Yes	No
7/20/2021	Assam	0.5	11.6	SSE	No	No
7/21/2021	Assam	0.6	12.9	NA	No	No
7/22/2021	Assam	-0.5	13.8	NA	No	No
7/23/2021	Assam	0.1	15.7	E	No	No
7/24/2021	Assam	1	14.6	ENE	No	No
7/25/2021	Assam	2.5	14.3	S	No	No
7/26/2021	Assam	1.9	14.9	NA	No	No
7/27/2021	Assam	-1.2	15	NA	No	No
7/28/2021	Assam	2.1	12.6	N	No	Yes
7/29/2021	Assam	5.8	14.8	NA	Yes	No
7/30/2021	Assam	8.9	14.9	ENE	No	Yes
7/31/2021	Assam	7.5	12.3	WSW	Yes	Yes
08-01-2021	Assam	7.5	10.1	N	Yes	Yes
08-02-2021	Assam	5.4	14.7	W	Yes	No
08-03-2021	Assam	1.2	15.7	NA	No	No
08-04-2021	Assam	1.2	9.6	NA	No	NA
08-05-2021	Assam	18.4	11.8	N	NA	No
08-06-2021	Assam	0.7	12.6	SE	No	No
08-07-2021	Assam	-0.6	13.1	NA	No	No
08-08-2021	Assam	-1.3	12.6	NA	No	No
08-09-2021	Assam	0.3	15.5	NW	No	Yes
08-10-2021	Assam	4.4	16	E	Yes	Yes
08-11-2021	Assam	7.2	10.4	NE	Yes	Yes
08-12-2021	Assam	4.5	14.9	W	Yes	No
8/13/2021	Assam	1.6	15	NA	No	No
8/14/2021	Assam	3.2	13	NE	No	Yes
8/15/2021	Assam	7.2	12.1	NNE	Yes	Yes
8/16/2021	Assam	6.4	11.8	N	Yes	Yes
8/17/2021	Assam	-1	12.1	NA	Yes	No
8/18/2021	Assam	1.3	11.8	NA	No	Yes
8/19/2021	Assam	5	15.1	NNW	Yes	Yes
8/20/2021	Assam	4.5	11.7	WNW	Yes	No
8/21/2021	Assam	6.3	12.9	WNW	No	No
8/22/2021	Assam	2.1	15.3	E	No	No
8/23/2021	Assam	4.1	12.8	SSE	No	Yes
8/24/2021	Assam	6.4	13.3	NW	Yes	Yes
8/25/2021	Assam	4.2	10.7	WNW	Yes	Yes
